132.227.113.204 SERVER - [11/12/2012:16:39:33 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:39:35 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:39:37 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:39:38 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:39:39 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:39:41 +0200] "-" - - "-" "ConnectionType"
132.227.113.205 Cedric - [11/12/2012:16:39:41 +0200] "-" - - "-" "ConnectionType"
132.227.113.205 Cedric - [11/12/2012:16:39:41 +0200] "-" - - "-" "ConnectionType"
132.227.113.205 Cedric - [11/12/2012:16:39:41 +0200] "-" - - "-" "ConnectionType"
132.227.113.205 Cedric - [11/12/2012:16:39:41 +0200] "-" - - "-" "ConnectionType"
132.227.113.205 Cedric - [11/12/2012:16:39:41 +0200] "NoteMessage " 2 - "notetool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:39:43 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:39:45 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:39:45 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.206 rachid - [11/12/2012:16:39:47 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM la biologie" 3 - "graphicalTool" "GenericType"
132.227.113.206 rachid - [11/12/2012:16:39:51 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.206 rachid - [11/12/2012:16:39:54 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.206 rachid - [11/12/2012:16:39:55 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:39:56 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:40:04 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.206 rachid - [11/12/2012:16:40:13 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:40:17 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM Donne nous un texte" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:40:19 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:40:20 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:40:21 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:40:22 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:40:24 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:40:25 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:40:27 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:40:30 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:40:31 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:40:32 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:40:33 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:40:36 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:40:37 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:40:39 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:40:40 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM Le droit de vote aux femmes aussi était très mal vu" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:40:41 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:40:42 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:40:42 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:40:44 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:40:44 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:40:46 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:40:48 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:40:50 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:40:57 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM N'importe quoi... en fait" 3 - "graphicalTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:40:58 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:40:59 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:41:00 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:41:12 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:20 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:41:20 +0200] "graphicalToolMessage EDIT_BENDPOINT" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:21 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:41:21 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM Pas d'influence génétique prouvée sur l'orientation sexuelle" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:41:23 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:23 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:41:24 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:25 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:26 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:41:26 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:27 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:41:28 +0200] "graphicalToolMessage EDIT_BENDPOINT" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:28 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:29 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:41:30 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:41:33 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:41:37 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:37 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:41:37 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:41:38 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:39 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:41:39 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.202 10 - [11/12/2012:16:41:40 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM quelle est la source? mais il exist aussi des enfants homoparentalité avec problemes." 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:40 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:41:40 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:42 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:41:42 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:43 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.202 10 - [11/12/2012:16:41:44 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:41:44 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:45 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:46 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:41:46 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:47 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:41:48 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM Ainsi que le port du pantalon!" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:48 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:41:53 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:53 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:41:54 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:55 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:41:55 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:56 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:57 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:41:58 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:41:59 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:42:00 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:42:01 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:42:02 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:42:13 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:42:20 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.202 10 - [11/12/2012:16:42:21 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:42:21 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:42:22 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.202 10 - [11/12/2012:16:42:24 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:42:26 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:42:29 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:42:30 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:42:31 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:42:32 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:42:33 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM mais ce n'est pas pareil les femmes ont parfaitement droit de voter" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:42:35 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:42:47 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:42:49 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:42:49 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:42:50 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:42:50 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:42:52 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:42:54 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:42:55 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:43:01 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:43:02 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM parfois il y a un impact (facteur) psichologique" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:43:02 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:43:05 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:43:06 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:43:07 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:43:08 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:43:11 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:43:16 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:43:18 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.204 SERVER - [11/12/2012:16:43:18 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:43:20 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:43:21 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:43:23 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM Au siècle dernier ce n'était pas le cas, et tout le monde avait alors ce même genre d'arguments" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:43:24 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:43:28 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:43:30 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:43:30 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM US National Longitudinal Lesbian Family Study" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:43:34 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:43:36 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:43:36 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:43:39 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:43:39 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:43:39 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:43:41 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:43:41 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:43:45 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:43:52 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:43:53 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:43:54 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:43:55 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:43:55 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:43:56 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:43:57 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:43:58 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:43:59 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:43:59 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:44:00 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:00 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:44:19 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:23 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:24 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:26 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:27 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:28 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:29 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:31 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:32 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:33 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:35 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:37 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:39 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:42 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:44:43 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
